lead_id,business_name,yelp_id,city,state,category,address,phone,website,yelp_rating,review_count,price_tier,is_claimed,hours_available,latitude,longitude,source,sourced_at,competitor_platforms,on_competitor_platform,social_media_score,has_website,google_rating,yelp_google_delta,enrichment_source,enriched_at,score,tier,score_visibility_gap,score_price_tier,score_deal_format_fit,score_operational_trust,score_rating_sweet_spot,score_review_velocity,score_geo_density,score_notes,rank,sdr_pitch
98b50acb15,Allure Hair Lounge,mock-chi-hai-005,Chicago,IL,hair,"9323 Congress Ave, Chicago, IL",+15051162164,https://www.allurehairlounge.com,3.5,204,2,True,yes,41.84418250021355,-87.58513765172849,mock,2026-05-08T20:20:30.280157,ClassPass,True,4,True,3.4,-0.1,mock_v1,2026-05-08T20:20:32.325155,75.4,A — High Priority,18.0,20.0,10.0,15.0,6.0,1.4,5.0,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""10/15 (good volume, moderate deal differentiation)"", ""operational_trust"": ""15/15 (claimed + hours posted)"", ""rating_sweet_spot"": ""6/15 (below average \u2014 caution)"", ""review_velocity_proxy"": ""1/10 (14% of category max (1450))"", ""geo_density_bonus"": ""5/5 (Groupon HQ market \u2014 highest SDR priority)""}",11,
55077ab889,RefreshSpa,mock-aus-mas-009,Austin,TX,massage,"5774 South Congress, Austin, TX",+19722287221,https://www.refreshspa.com,4.0,102,3,True,no,30.33589932884189,-97.74527148251859,mock,2026-05-08T20:20:30.284084,none,False,4,True,3.7,-0.3,mock_v1,2026-05-08T20:20:32.326455,75.2,A — High Priority,20.0,12.0,15.0,10.0,15.0,0.7,2.5,"{""visibility_gap"": ""20/20 (sweet spot)"", ""price_tier_fit"": ""12/20 ($$$ \u2014 viable with high AOV deals)"", ""deal_format_fit"": ""15/15 (single session, high perceived value)"", ""operational_trust"": ""10/15 (claimed, no hours)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""1/10 (7% of category max (1450))"", ""geo_density_bonus"": ""2/5 (emerging market)""}",12,
f4defa78e0,Cloud Nine Massage,mock-atl-mas-007,Atlanta,GA,massage,"1973 Wacker Dr, Atlanta, GA",+14709014093,https://www.cloudninemassage.com,4.0,620,3,True,yes,33.757893972396694,-84.41476206182152,mock,2026-05-08T20:20:30.282805,ClassPass,True,3,False,4.0,0.0,mock_v1,2026-05-08T20:20:32.325921,74.8,B — Qualified,10.0,12.0,15.0,15.0,15.0,4.3,3.5,"{""visibility_gap"": ""10/20 (high volume, may not need Groupon)"", ""price_tier_fit"": ""12/20 ($$$ \u2014 viable with high AOV deals)"", ""deal_format_fit"": ""15/15 (single session, high perceived value)"", ""operational_trust"": ""15/15 (claimed + hours posted)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""4/10 (43% of category max (1450))"", ""geo_density_bonus"": ""4/5 (strong growth metro)""}",13,
77b7fd9ff7,The Massage Room,mock-chi-mas-003,Chicago,IL,massage,"4358 Buckhead Loop, Chicago, IL",+14108958320,https://www.themassageroom.com,4.5,1100,2,True,yes,41.9321860080951,-87.60126941344201,mock,2026-05-08T20:20:30.281426,none,False,3,False,4.4,-0.1,mock_v1,2026-05-08T20:20:32.325377,74.6,B — Qualified,3.0,20.0,15.0,15.0,9.0,7.6,5.0,"{""visibility_gap"": ""3/20 (dominant player \u2014 low Groupon motivation)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""15/15 (single session, high perceived value)"", ""operational_trust"": ""15/15 (claimed + hours posted)"", ""rating_sweet_spot"": ""9/15 (high quality \u2014 may resist discounting)"", ""review_velocity_proxy"": ""8/10 (76% of category max (1450))"", ""geo_density_bonus"": ""5/5 (Groupon HQ market \u2014 highest SDR priority)""}",14,
be04c5cf97,The Mane Event,mock-atl-hai-004,Atlanta,GA,hair,"342 Peachtree St, Atlanta, GA",+13636878008,https://www.themaneevent.com,3.5,311,2,True,yes,33.73041960479318,-84.46485042639276,mock,2026-05-08T20:20:30.282171,LivingSocial,True,1,True,3.4,-0.1,mock_v1,2026-05-08T20:20:32.325621,74.6,B — Qualified,18.0,20.0,10.0,15.0,6.0,2.1,3.5,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""10/15 (good volume, moderate deal differentiation)"", ""operational_trust"": ""15/15 (claimed + hours posted)"", ""rating_sweet_spot"": ""6/15 (below average \u2014 caution)"", ""review_velocity_proxy"": ""2/10 (21% of category max (1450))"", ""geo_density_bonus"": ""4/5 (strong growth metro)""}",15,
831ae3276a,Flawless Face Lounge,mock-chi-ski-006,Chicago,IL,skincare,"4005 Michigan Ave, Chicago, IL",+18383183671,https://www.flawlessfacelounge.com,4.5,311,3,True,yes,41.926115066311034,-87.6194201419418,mock,2026-05-08T20:20:30.281210,none,False,2,True,4.4,-0.1,mock_v1,2026-05-08T20:20:32.325284,74.1,B — Qualified,18.0,12.0,13.0,15.0,9.0,2.1,5.0,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""12/20 ($$$ \u2014 viable with high AOV deals)"", ""deal_format_fit"": ""13/15 (facial packages, strong first-visit deal)"", ""operational_trust"": ""15/15 (claimed + hours posted)"", ""rating_sweet_spot"": ""9/15 (high quality \u2014 may resist discounting)"", ""review_velocity_proxy"": ""2/10 (21% of category max (1450))"", ""geo_density_bonus"": ""5/5 (Groupon HQ market \u2014 highest SDR priority)""}",16,
60f2b87c53,Allure Hair Lounge,mock-aus-hai-005,Austin,TX,hair,"2126 Wacker Dr, Austin, TX",+12437407836,https://www.allurehairlounge.com,3.5,67,2,True,yes,30.345379765122626,-97.78785562302409,mock,2026-05-08T20:20:30.283449,ClassPass|Gilt City,True,3,False,3.8,0.3,mock_v1,2026-05-08T20:20:32.326135,74.0,B — Qualified,20.0,20.0,10.0,15.0,6.0,0.5,2.5,"{""visibility_gap"": ""20/20 (sweet spot)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""10/15 (good volume, moderate deal differentiation)"", ""operational_trust"": ""15/15 (claimed + hours posted)"", ""rating_sweet_spot"": ""6/15 (below average \u2014 caution)"", ""review_velocity_proxy"": ""0/10 (5% of category max (1450))"", ""geo_density_bonus"": ""2/5 (emerging market)""}",17,
7f4381c0e8,Tip & Toe Studio,mock-atl-nai-003,Atlanta,GA,nailsalons,"2585 South Congress, Atlanta, GA",+19084389850,https://www.tipandtoestudio.com,4.0,478,2,True,yes,33.75051779987883,-84.32884697636615,mock,2026-05-08T20:20:30.283024,ClassPass,True,2,True,4.1,0.1,mock_v1,2026-05-08T20:20:32.325991,73.8,B — Qualified,10.0,20.0,7.0,15.0,15.0,3.3,3.5,"{""visibility_gap"": ""10/20 (high volume, may not need Groupon)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""7/15 (commoditized, low AOV, harder to differentiate)"", ""operational_trust"": ""15/15 (claimed + hours posted)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""3/10 (33% of category max (1450))"", ""geo_density_bonus"": ""4/5 (strong growth metro)""}",18,
1a981b94b1,AuraSkin Bar,mock-chi-ski-007,Chicago,IL,skincare,"7920 Buckhead Loop, Chicago, IL",+13065459311,https://www.auraskinbar.com,4.0,478,3,True,yes,41.928699719238885,-87.63343367826991,mock,2026-05-08T20:20:30.281242,LivingSocial,True,3,True,4.3,0.3,mock_v1,2026-05-08T20:20:32.325296,73.3,B — Qualified,10.0,12.0,13.0,15.0,15.0,3.3,5.0,"{""visibility_gap"": ""10/20 (high volume, may not need Groupon)"", ""price_tier_fit"": ""12/20 ($$$ \u2014 viable with high AOV deals)"", ""deal_format_fit"": ""13/15 (facial packages, strong first-visit deal)"", ""operational_trust"": ""15/15 (claimed + hours posted)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""3/10 (33% of category max (1450))"", ""geo_density_bonus"": ""5/5 (Groupon HQ market \u2014 highest SDR priority)""}",19,
2c9568c1a5,RefreshSpa,mock-chi-mas-009,Chicago,IL,massage,"5665 Congress Ave, Chicago, IL",+18284724470,https://www.refreshspa.com,3.5,311,2,False,yes,41.9200838638508,-87.6570066437597,mock,2026-05-08T20:20:30.281589,none,False,2,True,3.7,0.2,mock_v1,2026-05-08T20:20:32.325453,73.1,B — Qualified,18.0,20.0,15.0,7.0,6.0,2.1,5.0,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""15/15 (single session, high perceived value)"", ""operational_trust"": ""7/15 (unclaimed but hours posted)"", ""rating_sweet_spot"": ""6/15 (below average \u2014 caution)"", ""review_velocity_proxy"": ""2/10 (21% of category max (1450))"", ""geo_density_bonus"": ""5/5 (Groupon HQ market \u2014 highest SDR priority)""}",20,
07a94fd52d,Cloud Nine Massage,mock-chi-mas-007,Chicago,IL,massage,"2368 Midtown Ave, Chicago, IL",+19075211929,https://www.cloudninemassage.com,4.0,204,1,True,no,41.890680940637154,-87.6603522503926,mock,2026-05-08T20:20:30.281545,ClassPass,True,4,True,4.2,0.2,mock_v1,2026-05-08T20:20:32.325430,72.4,B — Qualified,18.0,8.0,15.0,10.0,15.0,1.4,5.0,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""8/20 ($ \u2014 tight margins, Groupon cut risky)"", ""deal_format_fit"": ""15/15 (single session, high perceived value)"", ""operational_trust"": ""10/15 (claimed, no hours)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""1/10 (14% of category max (1450))"", ""geo_density_bonus"": ""5/5 (Groupon HQ market \u2014 highest SDR priority)""}",21,
4d05dbc408,Lacquer Lounge,mock-aus-nai-002,Austin,TX,nailsalons,"6646 Midtown Ave, Austin, TX",+19278344741,https://www.lacquerlounge.com,4.0,67,3,True,yes,30.291870426506964,-97.80157293602815,mock,2026-05-08T20:20:30.284169,ClassPass,True,3,True,4.3,0.3,mock_v1,2026-05-08T20:20:32.326489,72.0,B — Qualified,20.0,12.0,7.0,15.0,15.0,0.5,2.5,"{""visibility_gap"": ""20/20 (sweet spot)"", ""price_tier_fit"": ""12/20 ($$$ \u2014 viable with high AOV deals)"", ""deal_format_fit"": ""7/15 (commoditized, low AOV, harder to differentiate)"", ""operational_trust"": ""15/15 (claimed + hours posted)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""0/10 (5% of category max (1450))"", ""geo_density_bonus"": ""2/5 (emerging market)""}",22,
e4c713b0a4,Zen Body Works,mock-atl-mas-000,Atlanta,GA,massage,"1357 South Congress, Atlanta, GA",+15907418883,https://www.zenbodyworks.com,4.0,204,4,True,yes,33.803360775107166,-84.35266479196662,mock,2026-05-08T20:20:30.282592,none,False,2,False,4.3,0.3,mock_v1,2026-05-08T20:20:32.325843,71.9,B — Qualified,18.0,4.0,15.0,15.0,15.0,1.4,3.5,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""4/20 ($$$$ \u2014 luxury, poor deal fit)"", ""deal_format_fit"": ""15/15 (single session, high perceived value)"", ""operational_trust"": ""15/15 (claimed + hours posted)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""1/10 (14% of category max (1450))"", ""geo_density_bonus"": ""4/5 (strong growth metro)""}",23,
a9d811bc6d,AuraSkin Bar,mock-atl-ski-007,Atlanta,GA,skincare,"7243 Wacker Dr, Atlanta, GA",+12735718221,https://www.auraskinbar.com,4.0,478,2,False,yes,33.77795593785332,-84.34773332415433,mock,2026-05-08T20:20:30.282519,none,False,3,True,3.8,-0.2,mock_v1,2026-05-08T20:20:32.325809,71.8,B — Qualified,10.0,20.0,13.0,7.0,15.0,3.3,3.5,"{""visibility_gap"": ""10/20 (high volume, may not need Groupon)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""13/15 (facial packages, strong first-visit deal)"", ""operational_trust"": ""7/15 (unclaimed but hours posted)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""3/10 (33% of category max (1450))"", ""geo_density_bonus"": ""4/5 (strong growth metro)""}",24,
45b0f49ec3,Restore Massage Studio,mock-chi-mas-001,Chicago,IL,massage,"8634 Congress Ave, Chicago, IL",+13159776521,https://www.restoremassagestudio.com,3.5,1100,2,True,yes,41.9182722273674,-87.67438061797597,mock,2026-05-08T20:20:30.281371,none,False,4,True,3.5,0.0,mock_v1,2026-05-08T20:20:32.325354,71.6,B — Qualified,3.0,20.0,15.0,15.0,6.0,7.6,5.0,"{""visibility_gap"": ""3/20 (dominant player \u2014 low Groupon motivation)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""15/15 (single session, high perceived value)"", ""operational_trust"": ""15/15 (claimed + hours posted)"", ""rating_sweet_spot"": ""6/15 (below average \u2014 caution)"", ""review_velocity_proxy"": ""8/10 (76% of category max (1450))"", ""geo_density_bonus"": ""5/5 (Groupon HQ market \u2014 highest SDR priority)""}",25,
48e38f1f16,Pure Radiance Studio,mock-atl-ski-001,Atlanta,GA,skincare,"2547 Wacker Dr, Atlanta, GA",+14746223635,https://www.pureradiancestudio.com,4.0,1450,2,False,yes,33.686201305221175,-84.45733398042628,mock,2026-05-08T20:20:30.282392,none,False,2,True,4.2,0.2,mock_v1,2026-05-08T20:20:32.325738,71.5,B — Qualified,3.0,20.0,13.0,7.0,15.0,10.0,3.5,"{""visibility_gap"": ""3/20 (dominant player \u2014 low Groupon motivation)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""13/15 (facial packages, strong first-visit deal)"", ""operational_trust"": ""7/15 (unclaimed but hours posted)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""10/10 (100% of category max (1450))"", ""geo_density_bonus"": ""4/5 (strong growth metro)""}",26,
c2022a295f,Align Bodywork,mock-aus-mas-004,Austin,TX,massage,"949 Peachtree St, Austin, TX",+14281600514,https://www.alignbodywork.com,4.0,102,1,True,no,30.188625263914716,-97.80642454588599,mock,2026-05-08T20:20:30.284008,ClassPass,True,5,True,3.7,-0.3,mock_v1,2026-05-08T20:20:32.326393,71.2,B — Qualified,20.0,8.0,15.0,10.0,15.0,0.7,2.5,"{""visibility_gap"": ""20/20 (sweet spot)"", ""price_tier_fit"": ""8/20 ($ \u2014 tight margins, Groupon cut risky)"", ""deal_format_fit"": ""15/15 (single session, high perceived value)"", ""operational_trust"": ""10/15 (claimed, no hours)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""1/10 (7% of category max (1450))"", ""geo_density_bonus"": ""2/5 (emerging market)""}",27,
