lead_id,business_name,yelp_id,city,state,category,address,phone,website,yelp_rating,review_count,price_tier,is_claimed,hours_available,latitude,longitude,source,sourced_at
efb83f9ca3,Mojo Spa,G-NGmYjN6VHidgDvunHamQ,Chicago,IL,skincare,"1468 N Milwaukee Ave, Chicago, IL, 60622",+17732356656,https://www.yelp.com/biz/mojo-spa-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.3,457,2,False,no,41.9084114,-87.6746552,yelp_fusion,2026-05-08T22:32:13.866341
bab2bd60f1,Enfuse Medical Spa,BTuZlJOwxrRBq2vP3ulzNA,Chicago,IL,skincare,"1645 W North Ave, Chicago, IL, 60622",+17739048310,https://www.yelp.com/biz/enfuse-medical-spa-chicago-2?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.3,272,2,False,no,41.9104365,-87.66942826994057,yelp_fusion,2026-05-08T22:32:13.866380
d79672ffcb,Luminere Esthetics & Wellness,uvPCqh9UXeDshWwgxuBZkw,Chicago,IL,skincare,"3248 N Sheffield Ave, Chicago, IL, 60657",+12244202784,https://www.yelp.com/biz/luminere-esthetics-and-wellness-chicago-4?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.2,231,2,False,no,41.94135,-87.65446,yelp_fusion,2026-05-08T22:32:13.866393
fac3b6204f,SpaDerma,dJHGAHb5lUFPpy9gL8LSgQ,Chicago,IL,skincare,"1048 W Madison St, Chicago, IL, 60607",+17737708855,https://www.yelp.com/biz/spaderma-chicago-9?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.4,165,2,False,no,41.88190766534336,-87.65408122325262,yelp_fusion,2026-05-08T22:32:13.866405
4e14846e9e,Absolute Precision Skin Care,kQuHEIf-10p3gAnomUI9vA,Chicago,IL,skincare,"1421 W Belmont Ave, Chicago, IL, 60657",+17732480700,https://www.yelp.com/biz/absolute-precision-skin-care-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.7,161,2,False,no,41.93949,-87.6647,yelp_fusion,2026-05-08T22:32:13.866421
8628999ab0,Leah Chavie Skincare Boutique,F_Rwr6zqcLYVKG1gLsTnYw,Chicago,IL,skincare,"2457 N Halsted, Chicago, IL, 60614",+17733277051,https://www.yelp.com/biz/leah-chavie-skincare-boutique-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.1,153,2,False,no,41.92711,-87.64859,yelp_fusion,2026-05-08T22:32:13.866434
4dcbea0f38,SkinQ Facials & Waxing - Andersonville,BgaEYq9IYx0t_dUiNYADSg,Chicago,IL,skincare,"1509 W Berwyn Ave, Chicago, IL, 60640",+13122193084,https://www.yelp.com/biz/skinq-facials-and-waxing-andersonville-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,5.0,134,,False,no,41.97783,-87.668745,yelp_fusion,2026-05-08T22:32:13.866445
6745b3cbeb,Authentic Skin,b2RJ9-om-B5hetOvthsJVg,Chicago,IL,skincare,"824 W Superior St, Chicago, IL, 60642",+17734059910,https://www.yelp.com/biz/authentic-skin-chicago-3?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.9,130,2,False,no,41.895763,-87.648551,yelp_fusion,2026-05-08T22:32:13.866457
1cb55636a7,Facial Studio Magdalena,ojLxD1G5Z-HdyBzTSBf3Rw,Chicago,IL,skincare,"770 N La Salle Dr, Chicago, IL, 60654",+17735015440,https://www.yelp.com/biz/facial-studio-magdalena-chicago-3?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.8,126,2,False,no,41.896375823431086,-87.6330612,yelp_fusion,2026-05-08T22:32:13.866468
0067524e47,New Age Spa Institute,DkWBMHZn1o55upuNJKpkqQ,Chicago,IL,skincare,"1870 Busse Hwy, Des Plaines, IL, 60016",+18477590900,https://www.yelp.com/biz/new-age-spa-institute-des-plaines-2?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.8,126,2,False,no,42.037299,-87.877549,yelp_fusion,2026-05-08T22:32:13.866480
871b79949f,King Spa & Sauna,CvSbT2QlMSXLDBxR8XKHEg,Chicago,IL,massage,"809 Civic Ctr Dr, Niles, IL, 60714",+18479722540,https://www.yelp.com/biz/king-spa-and-sauna-niles-2?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,3.8,1397,3,False,no,42.0233151,-87.8016999,yelp_fusion,2026-05-08T22:32:15.038257
a298c86587,AIRE Ancient Baths - Chicago,flVSlUiXvS_bs1qcqqoL6A,Chicago,IL,massage,"800 W Superior St, Chicago, IL, 60642",+13128887099,https://www.yelp.com/biz/aire-ancient-baths-chicago-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.0,698,3,False,no,41.895682,-87.6479445,yelp_fusion,2026-05-08T22:32:15.038299
5180729b54,Relax Feet,eyxFXGUfS5H8qYEbrhfZDA,Chicago,IL,massage,"2352 N Clybourn Ave, Chicago, IL, 60614",+17735252828,https://www.yelp.com/biz/relax-feet-chicago-2?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.5,549,1,False,no,41.92449,-87.66897,yelp_fusion,2026-05-08T22:32:15.038315
81cc5c02be,DQ Luxury Reflexology Massage & Relaxation Retreat,CfOzZD-lrb6YLN9aKUXhCA,Chicago,IL,massage,"910 S Michigan Ave, Chicago, IL, 60605",+13129868091,https://www.yelp.com/biz/dq-luxury-reflexology-massage-and-relaxation-retreat-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,3.8,408,2,False,no,41.8702,-87.62474,yelp_fusion,2026-05-08T22:32:15.038330
d42ffb80b1,Urban Oasis North Avenue,y_NwPBjGcf9yEucXuQuzSQ,Chicago,IL,massage,"939 W North Ave, Chicago, IL, 60642",+13126400001,https://www.yelp.com/biz/urban-oasis-north-avenue-chicago-2?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.6,289,3,False,no,41.910537,-87.652334,yelp_fusion,2026-05-08T22:32:15.038344
4ce276138b,Spavia Day Spa - Lincoln Park,nwu4VCAP97IfjaASYjD-DQ,Chicago,IL,massage,"2121 N Clybourn Ave, Chicago, IL, 60614",+13127248777,https://www.yelp.com/biz/spavia-day-spa-lincoln-park-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.5,267,2,False,no,41.920202,-87.66189,yelp_fusion,2026-05-08T22:32:15.038357
f7c20e616b,Massage House,DtC1878pfn-yXWYwqk7-Ww,Chicago,IL,massage,"2405 N Clybourn Ave, Chicago, IL, 60614",+17734728888,https://www.yelp.com/biz/massage-house-chicago-2?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.1,259,2,False,no,41.92544,-87.66932,yelp_fusion,2026-05-08T22:32:15.038371
2306d43665,Chicago Touch,HdXcSuzqegKZjqVuUnVg9A,Chicago,IL,massage,"1335 W Lake St, Chicago, IL, 60607",+13129293083,https://www.yelp.com/biz/chicago-touch-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.1,215,2,False,no,41.88516,-87.660406,yelp_fusion,2026-05-08T22:32:15.038385
e1d2f64e00,Healthy Zu Spa,hoK0reTjHY950aAbz33AFQ,Chicago,IL,massage,"120 N Halsted St, Chicago, IL, 60661",+13126313040,https://www.yelp.com/biz/healthy-zu-spa-chicago-3?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.1,202,1,False,no,41.883731842041,-87.6477584838867,yelp_fusion,2026-05-08T22:32:15.038399
7f9838ad90,Be Well.,E58R_RO_muoHb9ZRmW9coA,Chicago,IL,massage,"2251 W Irving Park Rd, Chicago, IL, 60618",+17735889355,https://www.yelp.com/biz/be-well-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.7,136,2,False,no,41.95389934620944,-87.68566704913452,yelp_fusion,2026-05-08T22:32:15.038413
1af440476f,Olio e Più,cyqK8gatPIaOYNvwq4yprA,Chicago,IL,nailsalons,"445 N Dearborn St, Chicago, IL, 60654",+13123633335,https://www.yelp.com/biz/olio-e-pi%C3%B9-chicago-2?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.3,648,3,False,no,41.89059,-87.62939,yelp_fusion,2026-05-08T22:32:16.066498
1c8c67500c,Armitage Alehouse,kiwMgtypE3TRrUkmTwA2Zw,Chicago,IL,nailsalons,"1000 W Armitage Ave, Chicago, IL, 60614",+17732706402,https://www.yelp.com/biz/armitage-alehouse-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.5,573,3,False,no,41.91838,-87.65359,yelp_fusion,2026-05-08T22:32:16.066541
b483fa6100,STR Sushi Taku Rotary,bG6SiDiGSXWE9osdmVsdwA,Chicago,IL,nailsalons,"935 W Webster Ave, Chicago, IL, 60614",+17737998149,https://www.yelp.com/biz/str-sushi-taku-rotary-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.6,316,3,False,no,41.92165,-87.652409,yelp_fusion,2026-05-08T22:32:16.066554
ca69102785,Istmo Oaxacan Cuisine,3ZItFG-BGTUIbWLLKbnggw,Chicago,IL,nailsalons,"3231 N Clark St, Chicago, IL, 60657",+18723152034,https://www.yelp.com/biz/istmo-oaxacan-cuisine-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.6,65,,False,no,41.940882750360394,-87.65110231027298,yelp_fusion,2026-05-08T22:32:16.066566
6ef58f372f,"John J Griffin CPA, PC",ntYVydulRTGT7qRoDHF_2w,Chicago,IL,nailsalons,"5242 W Irving Park Rd, Chicago, IL, 60641",+17735456750,https://www.yelp.com/biz/john-j-griffin-cpa-chicago-3?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.9,59,,False,no,41.95358,-87.75897,yelp_fusion,2026-05-08T22:32:16.066577
fac9690122,Sakana Sushi & Japanese Cuisine,XA-cAhyL6LpcRW17jp5zYA,Chicago,IL,nailsalons,"1307 S Wabash Ave, Chicago, IL, 60605",+13125285049,https://www.yelp.com/biz/sakana-sushi-and-japanese-cuisine-chicago-2?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.3,59,,False,no,41.86545322331613,-87.6253097,yelp_fusion,2026-05-08T22:32:16.066588
b1294ff805,Lior's Cafe,wksgi2GuT2bSZSsO_BiCwQ,Chicago,IL,nailsalons,"10500 S Halsted St, Chicago, IL, 60628",+17732395467,https://www.yelp.com/biz/liors-cafe-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,3.7,51,,False,no,41.70312726544474,-87.64309734106064,yelp_fusion,2026-05-08T22:32:16.066600
90a2da9048,Windy City Flat Roof,aP5bRGJM5HUSSFLVUbMpyg,Chicago,IL,nailsalons,"5601 W Belmont Ave, Chicago, IL, 60634",+17737716117,https://www.yelp.com/biz/windy-city-flat-roof-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.5,51,,False,no,41.938301,-87.766752,yelp_fusion,2026-05-08T22:32:16.066611
9d6e1c993f,Smash Jibarito,wjKVqZA4xhk2VQmPvY8QOw,Chicago,IL,nailsalons,"2534 W Division St, Chicago, IL, 60622",,https://www.yelp.com/biz/smash-jibarito-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.4,32,,False,no,41.90314374863983,-87.69087952573605,yelp_fusion,2026-05-08T22:32:16.066622
e45dc9ca4e,Toast It IZ,DrMu7-hUgqLwmfpuNvA0DA,Chicago,IL,nailsalons,"22 E Hubbard St, Chicago, IL, 60611",+17088664211,https://www.yelp.com/biz/toast-it-iz-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.2,32,,False,no,41.890221,-87.62713,yelp_fusion,2026-05-08T22:32:16.066633
f35b73a5c7,Bespoke Salon,gAVObQGq6oTGCVp1xtHjXg,Atlanta,GA,hair,"5600 Roswell Rd, Atlanta, GA, 30342",+14047819152,https://www.yelp.com/biz/bespoke-salon-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.8,382,2,False,no,33.907325198062615,-84.38028500230052,yelp_fusion,2026-05-08T22:32:17.093155
88acb73b2f,Helmet Hairworx,TO8KRnT43yJcww3-YktDFw,Atlanta,GA,hair,"970 Piedmont Ave NE, Atlanta, GA, 30309",+14048151629,https://www.yelp.com/biz/helmet-hairworx-atlanta-13?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.1,266,2,False,no,33.7811072,-84.3808354,yelp_fusion,2026-05-08T22:32:17.093201
b2a17528cd,Salon Modello,ngdn0pRfavnfL5C-xcfWlw,Atlanta,GA,hair,"674 Highland Ave NE, Atlanta, GA, 30312",+14046813670,https://www.yelp.com/biz/salon-modello-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.5,263,2,False,no,33.76141020700896,-84.36523229447398,yelp_fusion,2026-05-08T22:32:17.093216
3ea7ecf942,Melrose and McQueen Salon,pt-InT-Xskd2Ifca70DfAA,Atlanta,GA,hair,"341 Elizabeth St NE, Atlanta, GA, 30307",+14049095245,https://www.yelp.com/biz/melrose-and-mcqueen-salon-atlanta-3?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.6,251,2,False,no,33.76385854902134,-84.35859042325404,yelp_fusion,2026-05-08T22:32:17.093231
5aaf604ab4,Aveda Arts & Sciences Institute - Atlanta,oTfVZCR9uHNHdzoiOKPXlg,Atlanta,GA,hair,"1745 Peachtree St NE, Atlanta, GA, 30309",+18778928332,https://www.yelp.com/biz/aveda-arts-and-sciences-institute-atlanta-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,3.3,245,1,False,no,33.800208,-84.392331,yelp_fusion,2026-05-08T22:32:17.093246
ef1a232c75,Junko Hair Studio,bG-QsDS4OhTc5flKGQQY7w,Atlanta,GA,hair,"2391 Peachtree Rd NE, Atlanta, GA, 30305",+14048141827,https://www.yelp.com/biz/junko-hair-studio-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.3,236,2,False,no,33.820195,-84.387908,yelp_fusion,2026-05-08T22:32:17.093258
46d26016d9,The Cherry Blossom Salon,hMJ-huc1LBxjXk2ofaHldA,Atlanta,GA,hair,"696 Somerset Ter NE, Atlanta, GA, 30306",+14048560533,https://www.yelp.com/biz/the-cherry-blossom-salon-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.4,224,2,False,no,33.7733077,-84.3625182,yelp_fusion,2026-05-08T22:32:17.093270
23361ce3fe,Q Hair Studio,zMUogkPUcbERERTa6xwERQ,Atlanta,GA,hair,"4300 Buford Hwy NE, Atlanta, GA, 30345",+14043250692,https://www.yelp.com/biz/q-hair-studio-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.2,213,2,False,no,33.8676361615408,-84.3023014068604,yelp_fusion,2026-05-08T22:32:17.093281
022b2c0e12,Adore Hair Studio,BrnEjOPiRX-o1Custsniow,Atlanta,GA,hair,"674 Highland Ave NE, Atlanta, GA, 30312",+14045220336,https://www.yelp.com/biz/adore-hair-studio-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.3,195,2,False,no,33.76146602197484,-84.36526409999999,yelp_fusion,2026-05-08T22:32:17.093293
5285039969,Mariemarie Salon,OYg8KixubGuxLPGy69wJNQ,Atlanta,GA,hair,"1388 McLendon Ave NE, Atlanta, GA, 30307",+14048499970,https://www.yelp.com/biz/mariemarie-salon-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.6,188,2,False,no,33.765362,-84.342064,yelp_fusion,2026-05-08T22:32:17.093305
cbfa7fef3c,Rebalance Spa,b5Gayetfzpr823Xzsw8lmQ,Atlanta,GA,skincare,"245 N Highland Ave NE, Atlanta, GA, 30307",+14703559602,https://www.yelp.com/biz/rebalance-spa-atlanta-2?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,3.7,146,2,False,no,33.761833,-84.359724,yelp_fusion,2026-05-08T22:32:18.006646
3d99573f90,Fabu Face Spa,MBTWQi6h7JWLrfVAxvMfQw,Atlanta,GA,skincare,"805 Church St, Decatur, GA, 30030",+14043776363,https://www.yelp.com/biz/fabu-face-spa-decatur?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.6,119,2,False,no,33.7792947,-84.2946086,yelp_fusion,2026-05-08T22:32:18.006686
5f7069a6ab,Lumi Vita,fOmYVA_fzpS3-4PsESUlFg,Atlanta,GA,skincare,"2385 Peachtree Rd, Atlanta, GA, 30305",+14048697722,https://www.yelp.com/biz/lumi-vita-atlanta-5?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.4,116,2,False,no,33.81986,-84.38769,yelp_fusion,2026-05-08T22:32:18.006701
31e00831ff,Skin Deep Skin Care Studio,KKH_UK685WyYwMs8kCAbng,Atlanta,GA,skincare,"2989 Piedmont Rd NE, Atlanta, GA, 30305",+14048390848,https://www.yelp.com/biz/skin-deep-skin-care-studio-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.7,101,2,False,no,33.83672,-84.36764,yelp_fusion,2026-05-08T22:32:18.006735
f288e57e94,Radiance Medspa,g7cTOwJfYI215yhbkK3FCQ,Atlanta,GA,skincare,"2810 Paces Ferry Rd SE, Atlanta, GA, 30339",+17704357700,https://www.yelp.com/biz/radiance-medspa-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.8,50,2,False,no,33.865194,-84.469789,yelp_fusion,2026-05-08T22:32:18.006749
