lead_id,business_name,yelp_id,city,state,category,address,phone,website,yelp_rating,review_count,price_tier,is_claimed,hours_available,latitude,longitude,source,sourced_at,competitor_platforms,on_competitor_platform,social_media_score,has_website,google_rating,yelp_google_delta,enrichment_source,enriched_at,score,tier,score_visibility_gap,score_price_tier,score_deal_format_fit,score_operational_trust,score_rating_sweet_spot,score_review_velocity,score_geo_density,score_notes,rank,sdr_pitch
0603f0c04a,Jiao,mGbsLZP8cxnkku5KQNKhmQ,Atlanta,GA,massage,"1529 Piedmont Ave NE, Atlanta, GA, 30324",+14048158774,https://www.yelp.com/biz/jiao-atlanta-3?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.1,191,2,False,no,33.7955773,-84.36884189999999,yelp_fusion,2026-05-08T22:32:18.942497,LivingSocial,True,4,True,3.7,-0.4,mock_v1,2026-05-08T22:32:36.637245,74.9,B — Qualified,18.0,20.0,15.0,2.0,15.0,1.4,3.5,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""15/15 (single session, high perceived value)"", ""operational_trust"": ""2/15 (unclaimed, no hours \u2014 SDR risk)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""1/10 (14% of category max (1397))"", ""geo_density_bonus"": ""4/5 (strong growth metro)""}",11,
1c4c2c7c84,Fringe,3hQF4G6tqjU1i_LIPZF1MA,Chicago,IL,hair,"1656 W Cortland St, Chicago, IL, 60622",+17738621000,https://www.yelp.com/biz/fringe-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.3,371,2,False,no,41.916433025826414,-87.66998883291625,yelp_fusion,2026-05-08T22:32:12.994636,LivingSocial,True,3,True,3.9,-0.4,mock_v1,2026-05-08T22:32:36.636358,74.0,B — Qualified,18.0,20.0,10.0,2.0,15.0,4.0,5.0,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""10/15 (good volume, moderate deal differentiation)"", ""operational_trust"": ""2/15 (unclaimed, no hours \u2014 SDR risk)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""4/10 (40% of category max (938))"", ""geo_density_bonus"": ""5/5 (Groupon HQ market \u2014 highest SDR priority)""}",12,
7f9838ad90,Be Well.,E58R_RO_muoHb9ZRmW9coA,Chicago,IL,massage,"2251 W Irving Park Rd, Chicago, IL, 60618",+17735889355,https://www.yelp.com/biz/be-well-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.7,136,2,False,no,41.95389934620944,-87.68566704913452,yelp_fusion,2026-05-08T22:32:15.038413,LivingSocial,True,4,True,4.3,-0.4,mock_v1,2026-05-08T22:32:36.636721,72.0,B — Qualified,20.0,20.0,15.0,2.0,9.0,1.0,5.0,"{""visibility_gap"": ""20/20 (sweet spot)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""15/15 (single session, high perceived value)"", ""operational_trust"": ""2/15 (unclaimed, no hours \u2014 SDR risk)"", ""rating_sweet_spot"": ""9/15 (high quality \u2014 may resist discounting)"", ""review_velocity_proxy"": ""1/10 (10% of category max (1397))"", ""geo_density_bonus"": ""5/5 (Groupon HQ market \u2014 highest SDR priority)""}",13,
efb83f9ca3,Mojo Spa,G-NGmYjN6VHidgDvunHamQ,Chicago,IL,skincare,"1468 N Milwaukee Ave, Chicago, IL, 60622",+17732356656,https://www.yelp.com/biz/mojo-spa-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.3,457,2,False,no,41.9084114,-87.6746552,yelp_fusion,2026-05-08T22:32:13.866341,ClassPass,True,1,True,4.7,0.4,mock_v1,2026-05-08T22:32:36.636435,71.5,B — Qualified,10.0,20.0,13.0,2.0,15.0,6.5,5.0,"{""visibility_gap"": ""10/20 (high volume, may not need Groupon)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""13/15 (facial packages, strong first-visit deal)"", ""operational_trust"": ""2/15 (unclaimed, no hours \u2014 SDR risk)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""6/10 (65% of category max (704))"", ""geo_density_bonus"": ""5/5 (Groupon HQ market \u2014 highest SDR priority)""}",14,
88acb73b2f,Helmet Hairworx,TO8KRnT43yJcww3-YktDFw,Atlanta,GA,hair,"970 Piedmont Ave NE, Atlanta, GA, 30309",+14048151629,https://www.yelp.com/biz/helmet-hairworx-atlanta-13?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.1,266,2,False,no,33.7811072,-84.3808354,yelp_fusion,2026-05-08T22:32:17.093201,LivingSocial,True,2,True,3.9,-0.2,mock_v1,2026-05-08T22:32:36.636902,71.3,B — Qualified,18.0,20.0,10.0,2.0,15.0,2.8,3.5,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""10/15 (good volume, moderate deal differentiation)"", ""operational_trust"": ""2/15 (unclaimed, no hours \u2014 SDR risk)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""3/10 (28% of category max (938))"", ""geo_density_bonus"": ""4/5 (strong growth metro)""}",15,
ef1a232c75,Junko Hair Studio,bG-QsDS4OhTc5flKGQQY7w,Atlanta,GA,hair,"2391 Peachtree Rd NE, Atlanta, GA, 30305",+14048141827,https://www.yelp.com/biz/junko-hair-studio-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.3,236,2,False,no,33.820195,-84.387908,yelp_fusion,2026-05-08T22:32:17.093258,ClassPass,True,3,False,4.3,0.0,mock_v1,2026-05-08T22:32:36.636963,71.0,B — Qualified,18.0,20.0,10.0,2.0,15.0,2.5,3.5,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""10/15 (good volume, moderate deal differentiation)"", ""operational_trust"": ""2/15 (unclaimed, no hours \u2014 SDR risk)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""2/10 (25% of category max (938))"", ""geo_density_bonus"": ""4/5 (strong growth metro)""}",16,
4ce276138b,Spavia Day Spa - Lincoln Park,nwu4VCAP97IfjaASYjD-DQ,Chicago,IL,massage,"2121 N Clybourn Ave, Chicago, IL, 60614",+13127248777,https://www.yelp.com/biz/spavia-day-spa-lincoln-park-chicago?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.5,267,2,False,no,41.920202,-87.66189,yelp_fusion,2026-05-08T22:32:15.038357,LivingSocial,True,4,True,4.7,0.2,mock_v1,2026-05-08T22:32:36.636659,70.9,B — Qualified,18.0,20.0,15.0,2.0,9.0,1.9,5.0,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""15/15 (single session, high perceived value)"", ""operational_trust"": ""2/15 (unclaimed, no hours \u2014 SDR risk)"", ""rating_sweet_spot"": ""9/15 (high quality \u2014 may resist discounting)"", ""review_velocity_proxy"": ""2/10 (19% of category max (1397))"", ""geo_density_bonus"": ""5/5 (Groupon HQ market \u2014 highest SDR priority)""}",17,
46d26016d9,The Cherry Blossom Salon,hMJ-huc1LBxjXk2ofaHldA,Atlanta,GA,hair,"696 Somerset Ter NE, Atlanta, GA, 30306",+14048560533,https://www.yelp.com/biz/the-cherry-blossom-salon-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.4,224,2,False,no,33.7733077,-84.3625182,yelp_fusion,2026-05-08T22:32:17.093270,ClassPass|LivingSocial,True,4,True,4.4,0.0,mock_v1,2026-05-08T22:32:36.636977,70.9,B — Qualified,18.0,20.0,10.0,2.0,15.0,2.4,3.5,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""10/15 (good volume, moderate deal differentiation)"", ""operational_trust"": ""2/15 (unclaimed, no hours \u2014 SDR risk)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""2/10 (24% of category max (938))"", ""geo_density_bonus"": ""4/5 (strong growth metro)""}",18,
23361ce3fe,Q Hair Studio,zMUogkPUcbERERTa6xwERQ,Atlanta,GA,hair,"4300 Buford Hwy NE, Atlanta, GA, 30345",+14043250692,https://www.yelp.com/biz/q-hair-studio-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.2,213,2,False,no,33.8676361615408,-84.3023014068604,yelp_fusion,2026-05-08T22:32:17.093281,ClassPass,True,3,True,4.0,-0.2,mock_v1,2026-05-08T22:32:36.636993,70.8,B — Qualified,18.0,20.0,10.0,2.0,15.0,2.3,3.5,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""10/15 (good volume, moderate deal differentiation)"", ""operational_trust"": ""2/15 (unclaimed, no hours \u2014 SDR risk)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""2/10 (23% of category max (938))"", ""geo_density_bonus"": ""4/5 (strong growth metro)""}",19,
022b2c0e12,Adore Hair Studio,BrnEjOPiRX-o1Custsniow,Atlanta,GA,hair,"674 Highland Ave NE, Atlanta, GA, 30312",+14045220336,https://www.yelp.com/biz/adore-hair-studio-atlanta?adjust_creative=5d0WN3-0MJTogXUsavz_Qg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5d0WN3-0MJTogXUsavz_Qg,4.3,195,2,False,no,33.76146602197484,-84.36526409999999,yelp_fusion,2026-05-08T22:32:17.093293,ClassPass,True,5,True,4.1,-0.2,mock_v1,2026-05-08T22:32:36.637007,70.6,B — Qualified,18.0,20.0,10.0,2.0,15.0,2.1,3.5,"{""visibility_gap"": ""18/20 (well-established)"", ""price_tier_fit"": ""20/20 ($$ \u2014 ideal sweet spot)"", ""deal_format_fit"": ""10/15 (good volume, moderate deal differentiation)"", ""operational_trust"": ""2/15 (unclaimed, no hours \u2014 SDR risk)"", ""rating_sweet_spot"": ""15/15 (sweet spot \u2014 good quality, not bougie)"", ""review_velocity_proxy"": ""2/10 (21% of category max (938))"", ""geo_density_bonus"": ""4/5 (strong growth metro)""}",20,
